Degree_Centrality_Rank,Betweenness_Centrality_Rank,Closeness_Centrality_Rank,Eigenvector_Centrality_Rank,Active_channel_cnt_Rank,Capacity_Rank,alias,Type,Clearnet_Tor_Status,formatted_capacity,Active_channel_cnt,pub_key
4123,2880,3788,4119,4278,4667,NrimoIngPandemonium,[],Only Tor,1.8m sats,2,03a36da2af7be5b6bf3f6416ce372563d2153d0506b8be5aca195be6e15fe76fca
4123,2565,3832,3734,3296,4668,Tor-G,[],Only Tor,1.8m sats,3,02598ac7414867d404db6caf55f7a00cffc5bf6fe173b0c1784a7e5a4520d3b229
9999,9999,9999,9999,6425,4669,UNITEDPHOTO,[],Only Clearnet,1.8m sats,1,0253b1817d7cfe16d9c6aca6d6afb1d55ccfe4bd0122778954940f91eada09f34f
4123,3874,4845,4837,4278,4676,dollarcostaverage.me,[],Only Tor,1.8m sats,2,03b63ef8910a2c2c593846540381194bef9e5fd43addf33937836480fece91e21b
2239,3368,2835,1929,2301,4676,ChiTown,[],Only Tor,1.8m sats,5,03fdb1e514b0ad22a0a86d2ee7dd0ccf484c4162de72f75649cd3e3bfba9164199
4788,4592,4767,4761,4278,4676,PayEx,[],Only Tor,1.8m sats,2,02b1f7afe20418343a1f12524faa0667568a584186bf56a510970ed4d33521fa48
4788,4592,1732,2869,4278,4676,paskind,[],Only Tor,1.8m sats,2,028e1fa4b1fe9dd284dfdfc4c6cb29a098fec04e019b10d09717cf507b879bec24
4123,4592,1248,1877,4278,4676,MeToo,[],Only Tor,1.8m sats,2,033a78f99d693a72a23e1c28556114d7c741af61d224bddff96a9478af33d598be
9999,9999,9999,9999,6425,4676,STRANGEPHOTO,[],Only Tor,1.8m sats,1,020129a90672158cd9c59acc6f1c9ae1e460c92f28b33e2339882c1b388b45da9c
9999,9999,9999,9999,6425,4676,nutman,[],Only Tor,1.8m sats,1,032960a3dfb02410ada506d096cbfa68331cc9ebb46011d4b2eab5e0abdf589ac5
2626,1601,844,2178,3296,4676,trustkiosk.ghana.com,[],Only Tor,1.8m sats,3,033f9f71f1b8dd7060c287a17fa9de26d8fee81df0f811b4a2c365631fa3485621
9999,9999,9999,9999,6425,4676,btc-rambler node,[],Only Tor,1.8m sats,1,02db5f55d2783eb02bd2b850706d62aa6302655c6802d8d637ed946a8dd2ba07aa
9999,9999,9999,9999,6425,4676,U74,[],Only Tor,1.8m sats,1,03ee79b92010783bcc620dc40e155157157f43ad4fb187f533b19c6b752e48628c
4123,4592,1159,1916,4278,4676,Polisalamovic,[],Only Tor,1.8m sats,2,03a55d5d2596dbbfc6cf6c31aee1e6d6943e3c34f68e8d9e00c1376d84e34bda1f
2626,3312,4326,4549,2700,4676,Stakecube.net,[],Only Tor,1.8m sats,4,039ac5c4e9c55b01f89a37d07620e8aba9cf56763b355e5733254c17802e709b11
9999,9999,9999,9999,6425,4676,Lightning McQueen,[],Only Tor,1.8m sats,1,0252bfe7926aa04774bbc9bef950a6f8efce67df77c5cf8089f37492329dc36901
3209,3707,1015,1663,4278,4676,BankofMe,[],Only Tor,1.8m sats,2,03363e4a58ba48d2616138046b9c7abc95b4a843c1f78c3db377dec98a8eb77664
9999,9999,9999,9999,6425,4684,start9-0x26146cc042403e6e,[],Only Tor,1.8m sats,1,029e114c21c81a55e7c689118df7592e59e435adc7fd31ae14a9fd76fa750e714d
4123,2156,4534,4418,4278,4685,thebear,[],Only Clearnet,1.8m sats,2,0286bac66b3d1e0a6160b2d51ab513c9f807f7ec41995528294782bc814b15f858
2626,2933,4194,4202,2700,4686,03a1aeebfadbfb6aef16,[],Only Tor,1.8m sats,4,03a1aeebfadbfb6aef16e87e0cbce69c7339497bd214daeb0058878906ec10f7e7
3209,3840,3794,3730,3296,4687,Traversal,[],Only Tor,1.8m sats,3,03cea5c1f22b60ea67c6e1fb634354ca7d8ee5e1ffb95ec6807cdbc24ca1fcf54a
4123,2173,3916,3816,4278,4688,Mani al cielo,[],Only Tor,1.8m sats,2,039efc6c2506592d6b4ccb4793414b0b470b65fe35ca647b304b3561b5277820b6
2626,2361,4017,3812,2700,4689,freeRaspi,[],Only Tor,1.8m sats,4,025783a541e08399f1c35437c145ca0a1b059801fdb2de59eb650ec2b5426220ac
4123,4149,4375,3785,3296,4690,ZettNode,[],Only Tor,1.8m sats,3,024d124bad41a6ffe97124419b03fd7d0ace141f506ff44fe88dc33ab4c8aa7b12
2239,1333,1406,2314,2301,4691,Node_of_Satoshi,[],Only Tor,1.8m sats,5,0309fe437fad9aca27b7c6a573763bf60f5942d834aea802cabdc428876f12a07d
4123,4592,1159,1916,4278,4692,02a2139b791b673c99dd,,Only Tor,1.8m sats,2,02a2139b791b673c99ddd512e2c84eb2c4c36400418053d58ef6065eea5d423a0e
4123,2945,3434,3209,3296,4693,GreatWallet,[],Only Tor,1.8m sats,3,020c2c8813173fd64f0a7d93a62c56ba2bf500f8609e4030bb37523ecaa20e7ac7
4123,4592,2661,2355,4278,4696,02faa26b31c3069b584d,[],Only Tor,1.8m sats,2,02faa26b31c3069b584da769e4e858ec8aeaaad14a3932343d99c9e4db74fe2518
9999,9999,9999,9999,6425,4696,03d261a9f9e14005ade0,[],Only Tor,1.8m sats,1,03d261a9f9e14005ade08f0746859c24bcb0d139c5350c59158e2d50112e4dd403
3209,2378,1273,2371,3296,4696,03c838e4cc2f94a25987,[],Only Tor,1.8m sats,3,03c838e4cc2f94a25987f5855f65f0a9ccd3a78bdb0d4447ff59f25fbe4f37f9aa
4123,3848,4284,4458,4278,4696,Team Trekweg,[],Only Tor,1.8m sats,2,023c284820b79d8d4bc70563656ba960a4f74f4afae291b0d45003e7ce57f31784
4788,4592,4852,4842,3296,4696,0396ff093f7e024ef8e9,[],Only Tor,1.8m sats,3,0396ff093f7e024ef8e9aaa1369f1617fcde81484c28bdd491e3bd72d9e8015d6a
4123,4592,2697,1979,4278,4696,gecama [myNode],[],Only Tor,1.8m sats,2,0310b3d85031a6b9f40c46cee0b83e55c2a390aa0ac2ee3e111ad450d54faed623
9999,9999,9999,9999,6425,4700,023b48c11641ad1f89e4,[],Only Tor,1.7m sats,1,023b48c11641ad1f89e4211e3dded9d4e25c29428be4cfe3f3f6e95f41137c5328
3209,3894,795,1416,3296,4701,02aa3910eb1d9672bfec,[],Only Tor,1.7m sats,3,02aa3910eb1d9672bfec872575984365d9d83343a0ce60f645accc32551e0084e9
3209,3174,1540,2521,3296,4702,The Jimmy Network,[],Only Tor,1.7m sats,3,030016650de79bbf44988e9ba1a826d3f605f38a400710b1fc460df5cc83c0851b
1962,1543,938,1960,2006,4703,DontTrust-VERIFY,[],Only Tor,1.7m sats,6,02fe769b85f480823dac4bf2557c715746ca2646fae6cf0f212be0556ce763c7a9
9999,9999,9999,9999,6425,4704,thundercats,[],Only Tor,1.7m sats,1,032d280e27c253bd1ed629986c7818fba502078862329a1cd8d9e060e15c292bdb
3209,2187,2844,3110,3296,4705,0300ff1eff908ee9983a,[],Only Tor,1.7m sats,3,0300ff1eff908ee9983aca642fcc3396440695b840c4088aff9734cddd28b8bfca
2626,2879,3446,3456,2700,4706,027906859e0d9d26a8bf,[],Only Clearnet,1.7m sats,4,027906859e0d9d26a8bf3320c007847dc29f7476325732e3c21eda0a2ec4ed0700
9999,9999,9999,9999,6425,4707,SwissNode1291,[],Only Tor,1.7m sats,1,0209f4523ad0c4b17be4a776dc2063a874a3d19c2db4a796af9222cb183bfa9c0e
4123,1388,1708,2853,4278,4708,03ec4be080c34aff5aed,[],Only Tor,1.7m sats,2,03ec4be080c34aff5aed17daaf5e31bde047373a0c5baa94cb2b5e63ffec48d23f
3209,2243,4021,4174,2700,4709,SatJoshiBlitz,[],Only Tor,1.7m sats,4,0377e2ee1718b32b9554b6e5a748c756f057775e14e7b166765ee7d39bbcf267c8
2239,1816,2719,3401,2301,4710,DianMu,[],Only Tor,1.7m sats,5,02eaa325a9126380c0e5c5c78be31de5cc7c1654be1ea0c469b2de7bf6531a1d04
4123,4592,1642,2710,4278,4715,tavux.tech,[],Only Tor,1.7m sats,2,02a53d5aacc37788f5bb6eeaa239b391ea14163ed1161748fe4849eb221a58fbac
9999,9999,9999,9999,6425,4715,lIGHTN1NG,[],Only Tor,1.7m sats,1,03ec5a73eb771051fc99e270c9ba8219e327acf8f17d6509c0624e3eb699137521
4123,2419,3880,4049,4278,4715,02e69dbbb6a6367ecb12,[],Only Tor,1.7m sats,2,02e69dbbb6a6367ecb1231d1e76eb0a0536e5533f4f12cb1edb5ba987e06cc4021
4123,3244,3710,3703,4278,4715,02917269e3f25412e01a,[],Only Tor,1.7m sats,2,02917269e3f25412e01a8fea6422212c9db84d24ae01e8cee5babc074d4434f192
9999,9999,9999,9999,6425,4715,02386862ae5fb79dea50,[],Only Tor,1.7m sats,1,02386862ae5fb79dea504f5664c5e35587c1efb7f7063a07e0c1a4b961fe3f5460
9999,9999,9999,9999,6425,4715,02aef0f3d25af1224162,[],Only Tor,1.7m sats,1,02aef0f3d25af1224162ea144b089b91e1426ea86cea022e0b2bc30b5fdb34878a
2239,952,1031,1509,2700,4715,JRN0DE,[],Only Tor,1.7m sats,4,03a6e8c14ace455f0bb3ada357e0bedd2a1e79fd8688d5ea633f7bd28467a624e2
3209,2408,1186,1699,3296,4715,BetterThanPayPal,[],Only Tor,1.7m sats,3,03a5e7c92f87c1c1893a0b8aaa0664eede88bd0609d8d8afdd16e8c8dc2f34e7ef
4123,3189,4522,4732,4278,4715,TrustNode,[],Only Tor,1.7m sats,2,037cb256f03f56aa3fa762cfe3bb0650979ddd26a4b84d1ec502c630f655193453
4123,4592,3040,2649,4278,4715,Akira Node,[],Only Tor,1.7m sats,2,02bee8884fa9a5d78430743dba101f8a000ad837d8cc074822f5661f288f95a62a
9999,9999,9999,9999,6425,4721,electricdagger,[],Only Tor,1.7m sats,1,02f26cf9b8cbedbfda6ae3e6a93767a97745350316d3563819c1130963b82870de
4788,4592,4810,4715,4278,4722,35870f9fc9-sphinx,[],Only Tor,1.7m sats,2,025b3a4b6a16b5c5dad4581ed5640551d1640e8217d24aa7f979c17350748a4731
2626,1562,2007,2384,2700,4723,BitLab [LND],[],Only Clearnet,1.7m sats,4,02a5d937fd2328e1a48fd56769ab6ea810fa9c67bfac233f0ac864494b5442d483
9999,9999,9999,9999,6425,4724,Dormouse,[],Only Tor,1.7m sats,1,03aa2f3da56c587507bdbe2fce5ea95f733e7e4d27b19d93337cf30ab472ac4e7f
9999,9999,9999,9999,6425,4725,Pelican,[],Only Tor,1.7m sats,1,02a09b84e4c4db61b3b07f162c63a6e5da4a04200a37df269b73540e8f5f185ede
9999,9999,9999,9999,6425,4726,racerRex,[],Only Tor,1.7m sats,1,0208c44f7c39b39c15c889da62cc621bf50df403aacfadbd676e255c55aafcdb9e
4123,4592,1114,1717,4278,4727,BabaLightningBolt⚡,[],Only Tor,1.7m sats,2,0301421ad710a74cdcca5938ab9f0505a7139d5c19317a829cdbd6c131bdad8f31
3209,2392,2576,2553,3296,4728,NodebodysBusiness,[],Only Tor,1.7m sats,3,03e15fca89af09fa88c6fea0be995465ae39f6641226ba0eeb18746f63a0ad616b
9999,9999,9999,9999,8049,4729,TURGIDSON-PLEBNET,[],Only Tor,1.7m sats,0,0381de1709efbda38f9afd2d47399caa19a2630c0c795acd24755efa442685fc7d
2239,2469,2885,3097,2006,4730,Organic Pom,[],Only Tor,1.7m sats,6,02aaaa04fc00f3759ba0475c653b159b9c202c1af2218414b38d6211f317155511
9999,9999,9999,9999,6425,4732,03915be06d5a15e5ff8b,[],Only Tor,1.6m sats,1,03915be06d5a15e5ff8b9534c6bbc108a0f60f396b3b4cf822f2fde40b99f3af38
3209,1882,1527,2560,2700,4732,13Prime,[],Only Tor,1.6m sats,4,0212d49d57f96ffd1ff4c82f9a44d646b5f62ef7ff9a1ce0d2aa75d13534286616
4123,4592,2697,1979,4278,4732,bitcoinmaxi.fr,[],Only Tor,1.6m sats,2,025531107df2c9f62bfa07ef366659c37c98f59e1b2d4d2f750a793d83c500e66c
2626,2944,4069,3675,2700,4732,cocorotus.com,[],Only Tor,1.6m sats,4,03fa3179f8f023b022b39286dd7e4179e362acdc295e32f522f053209da5dcb415
3209,1955,3098,3256,3296,4735,025d121130ade122d8d5,[],Only Tor,1.6m sats,3,025d121130ade122d8d5d6f12d826cf6c435ce5feb011dbd399d090f6d103d2b16
9999,9999,9999,9999,6425,4736,~V~0x3xAmsterdamxNL,[],Only Tor,1.6m sats,1,021109721c0f5d60297cd26da4e987c4b37706c1d36242e1e402af08c468c5f47b
4788,4592,4135,3735,4278,4737,noabtc,[],Only Tor,1.6m sats,2,031355b5ccf84b32a8599c7ddd9af8f656bcbfc3bb1910ee0a7234659365a841a5
4123,4592,1664,2547,4278,4738,LNdeep,[],Only Tor,1.6m sats,2,02c3acf838a91a46ffc082750156f7995c05ff4d7a241632e46fda5a26402ed6c7
9999,9999,9999,9999,6425,4739,IsTheJuiceWorthTheSqueeze?,[],Only Tor,1.6m sats,1,034b6c98d5b3322b1b0d9f2c0992879041e82e25ae634a81824e6b70d65f667616
4123,1756,3745,4090,4278,4747,Send Some Sats,[],Only Tor,1.6m sats,2,023f946e3c51796867ee7728f41fc74c0caa53fb7e1a10ebf7355c6808e3c0fa34
4123,781,4691,4808,3296,4747,0200469788c552805803,[],Only Tor,1.6m sats,3,0200469788c5528058032ba487da129247fe8f15a017457e2b233305378fef62a4
3209,3003,2477,2302,2700,4747,zynos,[],Only Tor,1.6m sats,4,026a5fa7f8f26f9731420584a122dd628e0a4a97eab3e443c2ed86d312e314c8aa
3209,1189,3707,3795,2301,4747,Softservice1,,Only Tor,1.6m sats,5,028fd24ca9f240fe52a985b7ed74f439c5b022b6cd81a97bc839fdc033e317a392
3209,3974,1376,2235,3296,4747,Feria,[],Only Tor,1.6m sats,3,03b392152e19d74789b366aaad427f946c2aa4044e6e6ca1b13b92e48707914f76
9999,9999,9999,9999,6425,4747,02a10b442aa494adee4e,,Only Tor,1.6m sats,1,02a10b442aa494adee4e3cd432da03744fe8f30b49384f9977a8944180bb65c978
9999,9999,9999,9999,6425,4747,DMN,[],Only Tor,1.6m sats,1,0367640e848e1a4816d113f22c983be28b3d84a52ede3ca6ef54bad2eaf5499620
4123,4592,1349,2407,4278,4747,03e9ae635ed3c028a2b9,[],Only Tor,1.6m sats,2,03e9ae635ed3c028a2b991a9d9c38b96ce245582244965ee07eb271bbb966fac02
9999,9999,9999,9999,6425,4747,Harebrained Lightning,[],Only Tor,1.6m sats,1,033966e8e002ccfdcdd2a6f8e0bb12e01fe388beb37f48c89f58b68847c05e25d8
9999,9999,9999,9999,6425,4747,GuesWho,[],Only Tor,1.6m sats,1,02f700148c616840fc0299d60e84b16ee774363bb1b69595f9778497ece28a15a5
9999,9999,9999,9999,6425,4747,B4OS-LN,,Only Tor,1.6m sats,1,031b566dc2cbdd97671ec4a8d853fb785d8156ebdf552031ca0959c6522d5257a7
3209,3599,3670,3567,3296,4747,BankofKen,[],Only Tor,1.6m sats,3,02ee8a4d3010a938ca644c047496f7cf99f9848c67e3f4e96e0c7efbbe717d1989
3209,3068,3939,4092,2700,4747,BoltBridge,,Only Tor,1.6m sats,4,0253b575c7c8aa6cc340917e35174070b509c1b8cd553e1ce3f04f33a07a8abbdb
3209,2692,3596,3563,3296,4747,satoshitools,[],Only Tor,1.6m sats,3,029df59938f789b26b78167d43de1f7ac2851575330b58e26b8fbb1cde5d1e45b6
3209,3399,3796,3858,3296,4747,frylock,[],Only Tor,1.6m sats,3,03fbe1b52f572277bc0d3b0058d7858065e004ea3d4d5fff93da55c1fe9f4bb663
4788,4592,4259,4403,4278,4747,6a8c501edf2c,[],Only Clearnet,1.6m sats,2,03e66c6be23b9c7c23131a4237a845bb161aaa3dfbb3917551e78a8ba9829d49fd
2626,842,3042,3492,2301,4756,fulmo,[],Only Tor,1.6m sats,5,022c054341d73651e3cf20f2f2f57fa217e50e823811a4a24593f42b9b42f8cf64
9999,9999,9999,9999,6425,4757,SaigonTwo,[],Only Tor,1.6m sats,1,02619baf8b4aca4392f96da326dfff4ac0e962c79cac6ea1ae1949254003c53d22
9999,9999,9999,9999,6425,4758,027af39fb03703c4c1c4,[],Only Tor,1.6m sats,1,027af39fb03703c4c1c45237deada9ea6ca55e29b51c68474041b01d57434bdde8
3209,2149,1567,2470,3296,4759,020dd8fc221b1075c628,[],Only Tor,1.6m sats,3,020dd8fc221b1075c628bc049a0580e4dbb510d73d5416ea9a1334a518c467c5c3
3209,3073,1223,1923,3296,4760,Orus,[],Only Tor,1.6m sats,3,02679e3238a6ee548fc6058ea873f074d47321e80246975a9e0f7a6d8d48cf4444
3209,2728,3524,3995,2700,4761,bitcoin_senegal,[],Only Tor,1.6m sats,4,03804f9bfd2cb31d96b71ea9348826193129478b63c3de3e928154b6c85ac6766d
4123,3390,2998,3204,4278,4762,Sat Riley,[],Only Tor,1.6m sats,2,03db212f915615fa8ee4dc98e6c7df7a8b1252c98e8a391ae10b98e81d200947a4
9999,9999,9999,9999,6425,4763,invite,[],Only Tor,1.6m sats,1,020b3fcaca400d03dfbc1f92b9ce081fc84d367c3b9c3c85695670ea52ebab6798
4123,3640,4221,3952,4278,4764,BoschNode,[],Only Tor,1.6m sats,2,03e340289a31ca397257ab33f020b2e66a5dea6c307f6cf986b4186854b4b52b7d
4123,2580,2369,2662,3296,4765,SDAN,[],Only Tor,1.6m sats,3,02903e2ea67a3cc2e0ff75053ac64be9d5b17840274412be4c9cccf62b10be49f3
9999,9999,9999,9999,6425,4766,DunderMifflinPaperCompany,[],Only Clearnet,1.5m sats,1,037bfd5ef44d99a401dd8358e192a50b0f980622f57261424a3ec6f9bb431173c2
2239,2653,2735,2569,2301,4767,⚡molfort⚡,[],Only Tor,1.5m sats,5,034b9f281399090e0a15093da1f2c4697ff2740555cdb4134553508587218b9f0b
2239,2034,2180,2672,2301,4768,BlueWave,[],Only Tor,1.5m sats,5,0242902a3a5aa34829db9def5b44939f9f459f4ee08e97cba18516c62ddf8ec9e6
4123,3918,4066,3840,4278,4769,EM21,[],Only Tor,1.5m sats,2,02bccbde48aad83dbdf5f6f00c197bd2f4f11aff1224756f9c4669df7ac962d9ae
4123,3659,3757,3929,4278,4770,effzeh1948,[],Only Tor,1.5m sats,2,03501f046f2fc5f32ed603fd21fccf954a219d3675407bd2ad6ffe35b9b1bcd311
3209,1360,2912,2627,3296,4771,023384837416b06a530b,[],Only Tor,1.5m sats,3,023384837416b06a530b5e22d75e84ba0aa720f4a2c0787f59749e9e47330a8687
4123,4218,4598,4699,4278,4771,GarfieldMyNodeLND,[],Only Tor,1.5m sats,2,03c106bd3bd09d1f37b2dcc2604abe1ad2fe96299e1d0d1e965d50122e2276f1d8
3209,2555,4196,3635,3296,4773,Jan2023,[],Only Tor,1.5m sats,3,02821f344c599fcf6b77ef626dd333c1b05079ce8ce737dd468a71cced08def320
4123,4592,4714,4807,4278,4774,BlueMoon,[],Only Tor,1.5m sats,2,03f144317f93fd0eba86500e338625bd4ffcc6aab8871ea218b5283594126c476e
4123,4592,2601,1823,4278,4775,02139729027ca8f48a0c,[],Only Tor,1.5m sats,2,02139729027ca8f48a0c9bb624caf81818439cdc7bd115dd4451b3eeffd5738762
3209,2766,2323,2157,3296,4776,Light Dash,[],Only Clearnet,1.5m sats,3,0306b3a431aa771e155ea89a231c8e4b3008534ac85284315b15df6b7feaf1968f
9999,9999,9999,9999,6425,4776,020e5809b594aed815d2,[],Only Tor,1.5m sats,1,020e5809b594aed815d27ff4336700ed21c8e062ebc4a7ac7d0149b87069e90246
9999,9999,9999,9999,6425,4778,myownbank,[],Only Tor,1.5m sats,1,0339b4d278b783cfc4c9c2659b6c397f63f399bc40195b07eec43baa097300d8e9
9999,9999,9999,9999,8049,4779,BAGEL,[],Only Tor,1.5m sats,0,024b257b45bf46b9ce2f361c8199f69992e9b5b7b3210f4a6f618754012691ad2e
4123,3247,2761,2573,4278,4825,03f5021e983c203af56e,[],Only Tor,1.5m sats,2,03f5021e983c203af56e5f4b42f9987149558422ee4943d82863d6c5b4a53c30be
9999,9999,9999,9999,6425,4825,Pura Vida Bitcoin 2,[],Only Tor,1.5m sats,1,033f04f10ca2b93a5e71d8fa0b310230647aa47312fe704633bd824e1d32394a52
9999,9999,9999,9999,6425,4825,03bd64dd26ab17f19a78,[],Only Tor,1.5m sats,1,03bd64dd26ab17f19a7884b804b31934cf79a1513155a7a03bdf06692146ae7832
9999,9999,9999,9999,6425,4825,03c314a0a39d15e03af9,[],Only Tor,1.5m sats,1,03c314a0a39d15e03af9b9067e212de854bcd5a2c8fc39cc995be94f8fa5130a7f
9999,9999,9999,9999,6425,4825,xero1,[],Only Tor,1.5m sats,1,03248760217b7bf7202e69956696bf1085561d8ce7939e169633ad5ba71005d3d4
4123,3544,4560,4134,4278,4825,sonex,[],Only Tor,1.5m sats,2,03bf3d345ab5a13bcf1ebb55908a0a3cd9d66b7a8fa3d68d73b86c5208f29e7aec
9999,9999,9999,9999,6425,4825,02f1acc53f20fbea9d73,[],Only Tor,1.5m sats,1,02f1acc53f20fbea9d73fed77ac70a555d2207dc2c3b371c63f8686d16a2174d6b
9999,9999,9999,9999,8049,4825,hub-lnd-gar-nodl-it,[],Only Clearnet,1.5m sats,0,0227230b7b685f1742b944bfc5d79ddc8c5a90b68499775ee10895f87307d8d22e
9999,9999,9999,9999,6425,4825,03ee6401b60a72137e29,[],Only Tor,1.5m sats,1,03ee6401b60a72137e29372c58a6edc37551c649c406f2d5d45e00a86b2151a39b
9999,9999,9999,9999,6425,4825,03f549621f35737aa784,[],Only Tor,1.5m sats,1,03f549621f35737aa78428cbd271ae04c4a06d68681dedfef06aa6334f2384ce5a
4123,3355,3578,4372,4278,4825,mynodebtc.com [myNode1],[],Only Tor,1.5m sats,2,03b3491b758dc01a55238b99a10c7e22e0df7fc34a39881c70143257854255847d
4123,3814,4491,3891,4278,4825,Conshax1,[],Only Tor,1.5m sats,2,02b5f5a96d6c0cfb7ad6adda59c25eba3c12a9a0beee22a8b31d3d20b59427bbca
9999,9999,9999,9999,6425,4825,PermaNode,[],Only Tor,1.5m sats,1,0313c425072d9198278f2fc81492bca7e7aea87c4e047b21a422b0602b9856a5a6
9999,9999,9999,9999,6425,4825,031be6dc6848a1f381db,[],Only Tor,1.5m sats,1,031be6dc6848a1f381db835282783ec9b92712b042a487500827e20ff21c273678
9999,9999,9999,9999,6425,4825,033d0da051ec9f64864b,[],Only Tor,1.5m sats,1,033d0da051ec9f64864bf0a3718b6b4e15e2a2dc6150560dacaecccf2fa69865a4
9999,9999,9999,9999,6425,4825,Eddie,[],Only Tor,1.5m sats,1,03bd50de6d9b982e461aae76327afb74c31d093796c3f2595fd6d9d20e112bc3d6
9999,9999,9999,9999,6425,4825,Phileas Foggs,[],Only Tor,1.5m sats,1,0275bf18e91a351a5aa211833226db901449fb08e986bc84f94a10774407b24da9
3209,2094,2250,2794,3296,4825,Lucien,[],Only Tor,1.5m sats,3,020bcad3d703e7ab236b3ee7cee60b43e92a25c20fe5997a2637935ebba814a4fc
9999,9999,9999,9999,6425,4825,034907fefbc69f5f6758,[],Only Tor,1.5m sats,1,034907fefbc69f5f67587e69fe636f0d646fe8d7bb7bded742de947eb20f45c936
4123,3143,2818,3140,4278,4825,02e7ad36e2febbec9f07,[],Only Tor,1.5m sats,2,02e7ad36e2febbec9f07b0a09cd951e5752abffc70cfe1ab85d1464e086bcba9bb
4123,4592,3095,3425,4278,4825,SatSwitch,[],Only Tor,1.5m sats,2,036a0d59476c463027bc4bd56de23bccb8bb676760744702331c11dffa5b676659
4123,2755,3494,3808,4278,4825,Busybit,[],Only Tor,1.5m sats,2,02131afe0b4e48bd4e9a72edacaddd35a2f8e472f61cb6578450f95b779fdcf1f8
9999,9999,9999,9999,6425,4825,ravo,[],Only Tor,1.5m sats,1,0313ae1cf6a61b4cb1990ec5754dd94f0b98221edae0a324508d62967cbb9e571a
4123,3327,3054,2719,4278,4825,kmn-ln,[],Only Tor,1.5m sats,2,03ffc95f28306c88f5c033774ac5e59c30f6cc91e76af6cd65769803e918942352
9999,9999,9999,9999,6425,4825,02de34055ba69361ad75,[],Only Tor,1.5m sats,1,02de34055ba69361ad752789d0a0d423c9474aa2379e0282ecad4a18fed1911a13
4123,3677,3882,3990,4278,4825,0220a1fbcc82a4f02110,[],Only Tor,1.5m sats,2,0220a1fbcc82a4f02110bb31a4c461d4b7c721466aa63185ebea710fc701c1741f
4123,3231,3942,4047,4278,4825,Nothung,[],Only Tor,1.5m sats,2,036b244fde77c949ec89da837454dc75a88d5cf98b2eb2561a271cbe6f036accc8
9999,9999,9999,9999,6425,4825,CryptoAnarchist,[],Only Tor,1.5m sats,1,03df4989dd772a0ccaa0d9693edaf7d9b3712e00e403d3727f0f3354fb32e57650
4123,3623,4346,4281,4278,4825,User21952,[],Only Tor,1.5m sats,2,0236e577964da670c730e7f362fa0c561b75dc9af02c0d822179f155e1455b20bd
4123,4157,4083,4424,4278,4825,BitcoinIsland - ESA - La Pirraya,[],Only Tor,1.5m sats,2,02fcb1294b49cb23616e035bb384008e4b7cd256a70c66425a78822b10cfb302e3
3209,3026,988,1967,3296,4825,wutangclnd,[],Only Tor,1.5m sats,3,0285342c4120814fe6ff706b8cd9e27b658ab9406afebf1e1e7c13994efa5e15f2
9999,9999,9999,9999,6425,4825,Lightning⚡Castor,[],Only Tor,1.5m sats,1,0255c2486601d90c305021fa738c9494f5658cf11691d3f3883130f9db51fb5e86
9999,9999,9999,9999,6425,4825,AG Elite Services,[],Only Tor,1.5m sats,1,033c5d390e7641c6dc2cdee065a0317a2246b7d4f7cbe4b574a3b031210a801c8d
2626,440,3203,2912,4278,4825,BOB Chicago,[],Only Clearnet,1.5m sats,2,02310841b34230632b2e8185f9429dbf27a463270cf049a66ce2d56b524b283b6d
4123,3999,4240,4586,4278,4825,framboise,[],Only Tor,1.5m sats,2,0241894f69efdfd62640d99f8dacc16d46e3c149ba2d19c0c7e0148f80aa76ffcf
4788,4592,4789,4745,4278,4825,West Node One,[],Only Tor,1.5m sats,2,02a06d2033fa5e542b8a65000bdc65552e8f9b9bea65294c0e3b8bc76bf04480dc
9999,9999,9999,9999,6425,4825,cryptovet,[],Only Tor,1.5m sats,1,0264864975a4342ca6ba4ff4c950087bbb595a5ce9106a63e79a5859cd2c0c4a1c
9999,9999,9999,9999,6425,4825,RainForest,[],Only Tor,1.5m sats,1,021566ac66a5948fcf30575ae2754ff32e6f67d712515a53233d9508d46c902a51
3209,1577,1046,2346,3296,4825,BasedDad,[],Only Tor,1.5m sats,3,0236acad07d80f1bd96098294b4be49beb164355d0b3d78a80a2ad1f56b1ef05c2
9999,9999,9999,9999,6425,4825,PedroSFW_node,[],Only Tor,1.5m sats,1,0378e2be4b9e1fafb5a6a1b82281c740fbefe1a5d43b2b8217a561c1df6755eb9c
4123,2404,3782,3845,4278,4825,038bd3aad6769f8e4c65,[],Only Tor,1.5m sats,2,038bd3aad6769f8e4c659c5c82e70b478e61ed17da2bf6e2a5f9b7132cf8db3d1d
4123,4064,3737,3616,4278,4825,Bergfest,[],Only Tor,1.5m sats,2,02364f4347e777c418390fa51629c59648f9d88faf4814b3fca5880db8b838f54c
4123,4592,2697,1979,4278,4825,03999215b4be2d5938c6,[],Only Tor,1.5m sats,2,03999215b4be2d5938c6b5a372df0b36c3eaf576533eb59d1bcd5b7697f17dc64e
9999,9999,9999,9999,6425,4825,"JAWilson, Esq.",[],Only Tor,1.5m sats,1,0206e22b31627486e032a82524437de1a419879ad189cf5ba3316624af5ab1d728
4123,2849,3779,4443,4278,4825,ManniNode,[],Only Tor,1.5m sats,2,029c9e543cee3cc57d4516fd5f38d1b3071ec03a037cae050fa916703d1f546529
